corpus	language	path	bytes	chars	lines	tokens	digest	bytes_per_token	tokens_per_line
kotlin-repo	Kotlin	src/main/java/org/raku/comma/sdk/RakuSdkUtil.kt	5359	5359	145	1071	4ecabc22	5.0037	7.3862
kotlin-repo	Kotlin	src/main/java/org/raku/comma/metadata/ExternalMetaFile.kt	8336	8336	175	2012	73021b1e	4.1431	11.4971
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/ExtractRoutineAction.kt	696	696	19	146	947e96f9	4.7671	7.6842
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuUseStatementStub.kt	219	219	8	54	423c48a3	4.0556	6.7500
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/RemoveUnitDeclaratorFix.kt	1222	1222	31	268	19f5573c	4.5597	8.6452
kotlin-repo	Kotlin	src/main/java/org/raku/comma/project/wizard/steps/RakuModuleNameStep.kt	2054	2054	56	423	c8587d60	4.8558	7.5536
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UselessUseInspection.kt	4193	4193	101	870	e1a643b0	4.8195	8.6139
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuDeclStub.kt	305	305	10	80	0fcacc6c	3.8125	8.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/RedundantInitializationInspection.kt	1512	1512	38	346	ec2777c1	4.3699	9.1053
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/application/RakuDistroInfo.kt	2036	2036	50	446	6b1ca9da	4.5650	8.9200
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/UseBindingToDestructureFix.kt	813	813	19	177	0ecdfc8c	4.5932	9.3158
kotlin-repo	Kotlin	src/main/java/org/raku/comma/highlighter/RakuSemanticAnnotator.kt	5930	5930	112	1285	578292bf	4.6148	11.4732
kotlin-repo	Kotlin	src/main/java/org/raku/comma/project/wizard/steps/RakuProjectTypeStep.kt	5893	5893	158	1196	cd867d6f	4.9273	7.5696
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/application/RakuSdkStore.kt	2669	2669	76	666	749e542a	4.0075	8.7632
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/SignatureInspection.kt	4440	4440	101	829	18085e78	5.3559	8.2079
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/RemoveUnusedRoutineFix.kt	1514	1514	30	336	4b376565	4.5060	11.2000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/sdk/ExternalSymbolsJson.kt	4561	4561	138	1064	f2cf2857	4.2867	7.7101
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/ChangeMyScopeToOurScopeFix.kt	971	971	24	210	3c2b990e	4.6238	8.7500
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/PodFormatterInspection.kt	1709	1709	38	363	d0289a74	4.7080	9.5526
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UnusedRoutineInspection.kt	3471	3471	77	718	b6a46f41	4.8343	9.3247
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuStubIndexKeys.kt	1319	1319	27	361	ee9298aa	3.6537	13.3704
kotlin-repo	Kotlin	src/main/java/org/raku/comma/repl/RakuReplConsole.kt	5704	5704	141	1077	0a760d7d	5.2962	7.6383
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuAllAttributesStubIndex.kt	816	816	27	171	cb3e21e2	4.7719	6.3333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/highlighter/RakuSyntaxHighlighter.kt	12151	12151	148	2611	6d33b76d	4.6538	17.6419
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/project/RakuProjectSdkService.kt	21896	21896	514	4477	f8729f4e	4.8908	8.7101
kotlin-repo	Kotlin	src/main/java/org/raku/comma/highlighter/RakuHighlighter.kt	26514	26514	782	6510	b33798bb	4.0728	8.3248
kotlin-repo	Kotlin	src/main/java/org/raku/comma/filetypes/RakudoFileShebangTypeDetector.kt	205	205	5	45	ca752d74	4.5556	9.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/InterpolatedEVALInspection.kt	2260	2260	58	489	7fc49260	4.6217	8.4310
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/external/RakuExternalPsiElement.kt	5530	5530	109	1197	65cd8d64	4.6199	10.9817
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/NewTestDialogAction.kt	1439	1439	34	292	ffcd1b37	4.9281	8.5882
kotlin-repo	Kotlin	src/main/java/org/raku/comma/ui/editorMenu/RakuSdkListPopupStep.kt	2261	2261	78	512	711ecb0a	4.4160	6.5641
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/AddUseModuleFix.kt	770	770	20	168	bda8f3f1	4.5833	8.4000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/NewActionGroup.kt	1450	1450	32	295	7c998610	4.9153	9.2188
kotlin-repo	Kotlin	src/main/java/org/raku/comma/readerMode/RakuModuleViewEditor.kt	6944	6944	193	1428	9f84c8d4	4.8627	7.3990
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuVariableDeclStub.kt	222	222	8	56	24ea770f	3.9643	7.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/IdiomaticLoopInspection.kt	2127	2127	53	458	80a8e605	4.6441	8.6415
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuFileStub.kt	494	494	14	121	9ef7ce44	4.0826	8.6429
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/ProjectModulesStubIndex.kt	784	784	27	163	b428749e	4.8098	6.0370
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/SdkSetterAction.kt	678	678	21	145	2db75740	4.6759	6.9048
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/NotProgressingRegexInspection.kt	1260	1260	30	289	bef6a5bc	4.3599	9.6333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuIndexableType.kt	178	178	6	38	03525c65	4.6842	6.3333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/WheneverOutsideOfReactInspection.kt	1056	1056	24	240	dbb3f0c4	4.4000	10.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/IdiomaticLoopFix.kt	739	739	18	161	b9c05667	4.5901	8.9444
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/RakuExecutableStringInspection.kt	837	837	20	192	d501e29b	4.3594	9.6000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/MonitorUsageInspection.kt	1006	1006	24	236	7b0b99c9	4.2627	9.8333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/AssignmentToImmutableInspection.kt	4309	4309	102	798	ca70ed71	5.3997	7.8235
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/UseDirectAttributeAccessFix.kt	594	594	15	122	cf1cacb0	4.8689	8.1333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UnusedVariableInspection.kt	7435	7435	155	1533	2dd9cb60	4.8500	9.8903
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UndeclaredOrDeprecatedRoutineInspection.kt	3760	3760	68	805	c325ac9b	4.6708	11.8382
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/CroTemplatePartStubIndex.kt	901	901	28	190	48bb680d	4.7421	6.7857
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/impl/RakuPackageDeclImpl.kt	20597	20595	486	4508	e4b7545a	4.5690	9.2757
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/AddUnitKeywordFix.kt	876	876	20	192	06ff3d72	4.5625	9.6000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/utils/RakuLegacyExtensionsDetector.kt	1608	1608	35	281	ccbc1a9d	5.7224	8.0286
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuNeedStatementStub.kt	228	228	8	56	a7e27b6a	4.0714	7.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuPackageDeclStub.kt	175	175	7	47	d11bb4f4	3.7234	6.7143
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuFileStubImpl.kt	1248	1248	40	296	ed8d80f5	4.2162	7.4000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuScopedDeclStubImpl.kt	505	505	15	131	eadf00df	3.8550	8.7333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/RakuArityMatcher.kt	7092	7092	180	1415	6a6fc784	5.0120	7.8611
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuEnumStubImpl.kt	933	933	33	234	6f471572	3.9872	7.0909
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/HyphenInCharacterClassInspection.kt	1527	1527	36	321	3f53f074	4.7570	8.9167
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuLexicalTypeStubIndex.kt	768	768	26	166	e89a63a2	4.6265	6.3846
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/application/RakuGlobalSdkSymbolCache.kt	1373	1373	25	296	d9927199	4.6385	11.8400
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/external/ExternalRakuSignature.kt	897	897	26	215	1d14a84e	4.1721	8.2692
kotlin-repo	Kotlin	src/main/java/org/raku/comma/utils/zef/ZefCommandLine.kt	2677	2677	90	598	8901d3a8	4.4766	6.6444
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/RakudoImplementationDetailInspection.kt	1879	1879	45	334	ff5ea9f8	5.6257	7.4222
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/SimplifiedRangeFix.kt	3069	3069	71	689	fdae6b84	4.4543	9.7042
kotlin-repo	Kotlin	src/main/java/org/raku/comma/editor/podPreview/NoContentResourceHandler.kt	822	822	29	191	f077e77d	4.3037	6.5862
kotlin-repo	Kotlin	src/main/java/org/raku/comma/structureView/RakuLibraryFileEntryNode.kt	1711	1711	53	391	57361861	4.3760	7.3774
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UsedModuleInspection.kt	5197	5197	102	1010	b66d394f	5.1455	9.9020
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/NoEndpointRangeInspection.kt	1046	1046	25	239	5e0c2523	4.3766	9.5600
kotlin-repo	Kotlin	src/main/java/org/raku/comma/docs/RakuDocumentationProvider.kt	5699	5699	133	1234	8155ede5	4.6183	9.2782
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/SimplifiedRangeInspection.kt	2782	2782	60	656	4e180849	4.2409	10.9333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/project/RakuDependencyService.kt	7141	7141	158	1398	80b2f596	5.1080	8.8481
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/GrepFirstFix.kt	1079	1079	28	249	eb23cf49	4.3333	8.8929
kotlin-repo	Kotlin	src/main/java/org/raku/comma/ui/editorMenu/RakuStatusBarWidget.kt	1314	1314	42	280	e20c679c	4.6929	6.6667
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/StubMissingMethodsFix.kt	2069	2069	54	419	69d5f9fb	4.9379	7.7593
kotlin-repo	Kotlin	src/main/java/org/raku/comma/intention/ColonpairToFatarrowIntention.kt	1691	1691	46	359	be5b307b	4.7103	7.8043
kotlin-repo	Kotlin	src/main/java/org/raku/comma/project/RakuProjectOpenProcessor.kt	3574	3574	102	775	4ae6845f	4.6116	7.5980
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UnitKeywordInspection.kt	3660	3660	73	778	b55d5895	4.7044	10.6575
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/support/moduleDetails/ProjectModelSync.kt	6345	6345	122	1132	5faed19c	5.6051	9.2787
kotlin-repo	Kotlin	src/main/java/org/raku/comma/event/ModuleMetaChangeListener.kt	3162	3162	70	531	e6dae206	5.9548	7.5857
kotlin-repo	Kotlin	src/main/java/org/raku/comma/structureView/RakuLibraryPsiDirectoryNode.kt	3138	3138	82	599	b08c4821	5.2387	7.3049
kotlin-repo	Kotlin	src/main/java/org/raku/comma/filetypes/RakuFileShebangTypeDetector.kt	201	201	5	44	54b4a0d6	4.5682	8.8000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/CallArityInspection.kt	5550	5550	125	1053	5090ce86	5.2707	8.4240
kotlin-repo	Kotlin	src/main/java/org/raku/comma/event/RakuProjectFileChangeListener.kt	1253	1253	28	278	e9c99ab6	4.5072	9.9286
kotlin-repo	Kotlin	src/main/java/org/raku/comma/project/RakuProjectBuilder.kt	5731	5731	132	1141	c3b75109	5.0228	8.6439
kotlin-repo	Kotlin	src/main/java/org/raku/comma/sdk/RakuSdkChooserUI.kt	3557	3557	100	754	3168b805	4.7175	7.5400
kotlin-repo	Kotlin	src/main/java/org/raku/comma/filetypes/RakuScriptFileType.kt	1251	1251	47	271	f54f91a9	4.6162	5.7660
kotlin-repo	Kotlin	src/main/java/org/raku/comma/filetypes/RakuTestFileType.kt	1225	1225	47	272	5b609951	4.5037	5.7872
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuGlobalTypeStubIndex.kt	656	656	24	146	1f7d6be0	4.4932	6.0833
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/WithConstructionInspection.kt	1942	1942	41	373	6fa83877	5.2064	9.0976
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuRegexDeclStubImpl.kt	824	824	25	210	a96d6e15	3.9238	8.4000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/ui/dialogs/RakuFileCreationDialog .kt	14414	14414	353	2951	c72a7886	4.8844	8.3598
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/moduleRoot/RakuMarkRootActionBase.kt	1439	1439	35	311	94be1c7f	4.6270	8.8857
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/moduleRoot/MarkRakuSourceRootAction.kt	118	118	3	29	0324d2a3	4.0690	9.6667
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuUseStatementStubImpl.kt	527	527	15	131	d39fae22	4.0229	8.7333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/StubMissingPrivateMethodFix.kt	3981	3981	100	826	00ec6488	4.8196	8.2600
kotlin-repo	Kotlin	src/main/java/org/raku/comma/cro/CroTemplateCall.kt	3363	3363	98	700	c38bc0ba	4.8043	7.1429
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuRoutineDeclStubElementType.kt	3001	3001	69	682	4e9a4d0b	4.4003	9.8841
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuTraitStubImpl.kt	576	576	19	145	a16215c4	3.9724	7.6316
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/NewRakuFileAction.kt	1826	1826	45	367	9c8401e1	4.9755	8.1556
kotlin-repo	Kotlin	src/main/java/org/raku/comma/filetypes/RakuModuleFileType.kt	1228	1228	47	268	9e2921f7	4.5821	5.7021
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/external/ExternalRakuVariableDecl.kt	3195	3195	84	735	d7b9d12b	4.3469	8.7500
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/LeadingZeroFix.kt	987	987	27	185	4b18a956	5.3351	6.8519
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/StubMissingSubroutineFix.kt	4039	4039	97	822	c1e2e81e	4.9136	8.4742
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuSubCallStubElementType.kt	3159	3159	77	701	57ab7b80	4.5064	9.1039
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UndeclaredPrivateMethodInspection.kt	2311	2311	47	496	7d43a7f6	4.6593	10.5532
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/AddEvalPragmaFix.kt	631	631	16	147	9a68843d	4.2925	9.1875
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/DeleteUnusedVariableFix.kt	1129	1129	25	248	e020440e	4.5524	9.9200
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/RakuModuleReference.kt	4004	4004	103	809	1b98b355	4.9493	7.8544
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/ExtractPrivateMethodAction.kt	709	709	20	147	188c7a3b	4.8231	7.3500
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UnitSubInspection.kt	1424	1424	35	332	c57546ce	4.2892	9.4857
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/impl/RakuFileImpl.kt	27847	27847	606	6039	59dfaa66	4.6112	9.9653
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/UseExecutableDynamicVariableFix.kt	916	916	21	206	07e20c90	4.4466	9.8095
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuRegexDeclStubElementType.kt	1831	1831	47	447	20985151	4.0962	9.5106
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuConstantStub.kt	168	168	7	44	26e6ff50	3.8182	6.2857
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/moduleRoot/MarkRakuTestsSourceRootAction.kt	123	123	3	30	1f8af739	4.1000	10.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/MissingThingsInspection.kt	3574	3574	78	730	74f46e76	4.8959	9.3590
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/NullRegexInspection.kt	652	652	16	148	c052939e	4.4054	9.2500
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/impl/RakuSubCallImpl.kt	3934	3934	116	882	432a5ea9	4.4603	7.6034
kotlin-repo	Kotlin	src/main/java/org/raku/comma/ui/editorMenu/RakuStatusBarListPopupStep.kt	2379	2379	85	523	d64d8758	4.5488	6.1529
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/MissingRoleMethodInspection.kt	5611	5611	108	1106	6942f4d2	5.0732	10.2407
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuEnumStubElementType.kt	2377	2377	62	574	969099c3	4.1411	9.2581
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/moduleRoot/RakuUnmarkRootAction.kt	468	468	13	106	c27b539a	4.4151	8.1538
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/UpdateExtensionsAction.kt	8102	8102	194	1534	a5cd0a93	5.2816	7.9072
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/FatarrowSimplificationFix.kt	2319	2319	52	473	a2bd4a37	4.9027	9.0962
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/project/RakuMetaDataComponent.kt	18728	18728	508	3724	ad048517	5.0290	7.3307
kotlin-repo	Kotlin	src/main/java/org/raku/comma/project/wizard/steps/RakuModuleLocationStep.kt	2624	2624	71	518	98526191	5.0656	7.2958
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuScopedDeclStubElementType.kt	2697	2697	61	641	7f9242dc	4.2075	10.5082
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuSubsetStubElementType.kt	2323	2323	61	547	1a10933e	4.2468	8.9672
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuNeedStatementStubImpl.kt	546	546	15	137	d7dbac99	3.9854	9.1333
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/support/moduleDetails/DependencyDetails.kt	8158	8158	183	1574	d735ee6b	5.1830	8.6011
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/NonNilReturnInspection.kt	1319	1319	32	293	c4253792	4.5017	9.1563
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/RedeclaredImportedSymbolInspection.kt	5268	5268	115	1118	893f3349	4.7120	9.7217
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/DuplicateConditionInspection.kt	5048	5048	125	1140	26eb46c6	4.4281	9.1200
kotlin-repo	Kotlin	src/main/java/org/raku/comma/structureView/RakuStructureViewElements.kt	3723	3723	130	782	59204c5b	4.7609	6.0154
kotlin-repo	Kotlin	src/main/java/org/raku/comma/structureView/RakuStructureViewElement.kt	4924	4924	116	958	c71ab415	5.1399	8.2586
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/NonInheritableComposableDeclarationInspection.kt	1189	1189	29	257	0e07f386	4.6265	8.8621
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/gists/PackageFileGist.kt	2401	2401	64	535	c473fb56	4.4879	8.3594
kotlin-repo	Kotlin	src/main/java/org/raku/comma/services/project/RakuModuleInstallPrompt.kt	7540	7540	170	1370	063e5a93	5.5036	8.0588
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/DeprecatedMethodInspection.kt	1258	1258	25	269	cee26269	4.6766	10.7600
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuRoutineDeclStub.kt	301	301	11	77	80eca8b2	3.9091	7.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuTypeNameStubElementType.kt	1810	1810	43	416	c66b6817	4.3510	9.6744
kotlin-repo	Kotlin	src/main/java/org/raku/comma/actions/LoadProfileResultsAction.kt	629	629	18	125	79679b14	5.0320	6.9444
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/ConstKeywordFix.kt	920	920	25	172	5dd8d1a9	5.3488	6.8800
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/RemoveUnitKeywordFix.kt	1433	1433	36	312	3ebf0d6f	4.5929	8.6667
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/RakuPsiScope.kt	2097	2097	66	420	d08358c6	4.9929	6.3636
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuRoutineDeclStubImpl.kt	1367	1367	49	325	5733fbec	4.2062	6.6327
kotlin-repo	Kotlin	src/main/java/org/raku/comma/editor/smartEnter/PlainEnterProcessor.kt	3307	3307	79	672	9eee8637	4.9211	8.5063
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuAllRoutinesStubIndex.kt	805	805	27	175	3c03cd64	4.6000	6.4815
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/InstallMissingDependencyFix.kt	1081	1081	28	204	693ea5dc	5.2990	7.2857
kotlin-repo	Kotlin	src/main/java/org/raku/comma/sdk/RakuExternalNamesParser.kt	7085	7081	163	1527	4b778b89	4.6398	9.3681
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/RakuInspection.kt	4214	4214	88	817	30893629	5.1579	9.2841
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/MakeSubroutineExportedFix.kt	1091	1091	24	244	5501f878	4.4713	10.1667
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuUseStatementStubElementType.kt	1336	1336	36	321	8102088e	4.1620	8.9167
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuConstantStubImpl.kt	821	821	25	205	64245331	4.0049	8.2000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/cro/CroFrameworkCall.kt	5737	5737	153	1149	f3ae91f8	4.9930	7.5098
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuEnumStub.kt	165	165	7	45	7f4936c2	3.6667	6.4286
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/RakuPsiElementVisitor.kt	423	423	15	96	600abfe4	4.4063	6.4000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/index/RakuAllRegexesStubIndex.kt	795	795	27	175	163d5b96	4.5429	6.4815
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/UndeclaredVariableInspection.kt	5114	5114	102	1024	d1658edd	4.9941	10.0392
kotlin-repo	Kotlin	src/main/java/org/raku/comma/pm/RakuPackageManagerKind.kt	185	185	10	48	2cf659e9	3.8542	4.8000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/RakuVariableDeclStubElementType.kt	3394	3394	77	778	5607634a	4.3625	10.1039
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuSubCallStubImpl.kt	781	781	26	194	83d5d697	4.0258	7.4615
kotlin-repo	Kotlin	src/main/java/org/raku/comma/formatter/RakuBlock.kt	22295	22295	517	4473	60e5dd37	4.9844	8.6518
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/ChangeDoesToIsFix.kt	828	828	22	192	a5d9429b	4.3125	8.7273
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/UseWithSyntaxFix.kt	2422	2422	55	509	74b3dc39	4.7583	9.2545
kotlin-repo	Kotlin	src/main/java/org/raku/comma/event/handlers/RakuResourceFileChangeListener.kt	8565	8565	208	1691	5a3332fd	5.0651	8.1298
kotlin-repo	Kotlin	src/main/java/org/raku/comma/pm/impl/RakuZefPM.kt	2893	2893	76	635	4217a34d	4.5559	8.3553
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/RakuPsiElement.kt	6703	6703	154	1494	75915bbf	4.4866	9.7013
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuSubsetStubImpl.kt	933	933	33	230	4a0692db	4.0565	6.9697
kotlin-repo	Kotlin	src/main/java/org/raku/comma/metadata/MetaFile.kt	8322	8322	211	1929	012cf170	4.3142	9.1422
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuVariableDeclStubImpl.kt	1029	1029	34	247	a92d4849	4.1660	7.2647
kotlin-repo	Kotlin	src/main/java/org/raku/comma/event/handlers/RakuModuleFileChangeListener.kt	8997	8997	221	1788	af8ec735	5.0319	8.0905
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/inspections/ListAssignmentInspection.kt	1874	1874	44	396	e86cbee5	4.7323	9.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/inspection/fixes/ReplaceHyphenWithRangeFix.kt	694	694	18	144	fdc108c4	4.8194	8.0000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/impl/RakuUseStatementImpl.kt	3745	3745	78	741	7333c3da	5.0540	9.5000
kotlin-repo	Kotlin	src/main/java/org/raku/comma/psi/stub/impl/RakuPackageDeclStubImpl.kt	968	968	33	235	cb62a066	4.1191	7.1212
kotlin-repo	Kotlin	src/main/java/org/raku/comma/repl/RakuLaunchReplAction.kt	2483	2483	64	495	1f90510b	5.0162	7.7344
java-repo	Java	src/main/java/org/raku/comma/intention/TermConversionIntention.java	2647	2643	66	547	0c7d6f36	4.8391	8.2879
java-repo	Java	src/main/java/org/raku/comma/language/RakuLanguageVersion.java	300	300	16	63	e6a9a3ef	4.7619	3.9375
java-repo	Java	src/main/java/org/raku/comma/psi/RakuReduceMetaOp.java	107	107	4	27	68e5bb8f	3.9630	6.7500
java-repo	Java	src/main/java/org/raku/comma/psi/RakuSignature.java	3017	3017	92	594	15e1a353	5.0791	6.4565
java-repo	Java	src/main/java/org/raku/comma/psi/symbols/RakuSymbolCollector.java	651	651	19	139	4b895a93	4.6835	7.3158
